,user,date,upvote,score,comment
18,kyreneburn,"Oct  2, 2021",14,10,"Probably my #1 solo Marvel movie. It was incredible from start to finish with my only eyebrow quirk being at some of the animal CGIs. Otherwise, amazing fighting scenes, acting, and casting. Just great all around."
19,RichardSayre,"Sep 30, 2021",12,10,"Just when it feels like superhero films have peaked, SHANG-CHI AND THE LEGEND OF THE TEN RINGS comes along and blows that idea apart with a mash up of Chinese folklore and everything that makes the MCU so damn fun. An exhilarating kung-fuJust when it feels like superhero films have peaked, SHANG-CHI AND THE LEGEND OF THE TEN RINGS comes along and blows that idea apart with a mash up of Chinese folklore and everything that makes the MCU so damn fun. An exhilarating kung-fu story about family and what it means to be truly powerful, the origin story features the best fight sequences and choreography to date in the MCU, a breakneck pacing, and two of the best damn performances of the year from Tony Leung and Simu Liu. With so much heart and a nice helping of laughs from everyone's favorite Awkwafina to balance out the flying fists, the film ends up being endearingly perfect while also kicking major ass. Marvel already knows how to make a staple adventure movie, but add in some wuxia and you get one of the best, if not the very best, MCU flick. "
20,Gabrielgilz,"Oct  1, 2021",12,10,I am a huge marvel fan! I had low expectations for this movie and I don’t know the reason maybe it was what they presented at the trailers that did not hyped me to watch it. But this movie is amazing and an experience of a life time! II am a huge marvel fan! I had low expectations for this movie and I don’t know the reason maybe it was what they presented at the trailers that did not hyped me to watch it. But this movie is amazing and an experience of a life time! I totally recommend to everyone to watch it on the big screens! 
21,RealmJumper,"Oct  1, 2021",12,8,"Shang-Chi tells the story of a boy now a man who was trained to become an assassin. It's well paced and has comedic moments thanks to the character Katy. The special effects are well done, and the plot does not get boring and is well paced. There are tons of hype for this movie, but I don't think it's justified. Yes it is a good film above average, but its fault lies in that it's about saving the world, and we've already seen that. I tip my hat to the actors, they did a good job, and it was entertaining. If you are bored and have a weekend free, go see it. "
22,Benjabol,"Oct 29, 2021",9,7,"A great movie that shines through its choreography and compelling story. The major flaws I saw in it were the insane amount of different stories that they used to make the plot, which made the movie a bit rushed and superficial, and the poorA great movie that shines through its choreography and compelling story. The major flaws I saw in it were the insane amount of different stories that they used to make the plot, which made the movie a bit rushed and superficial, and the poor representation of Asian culture (more like Asian-American), which didn't present us something drastically different from other MCU movies as I expected it to do. "
23,akshatmahajan,"Nov 11, 2021",5,9,"Shang-Chi is best entry in MCU. After long time, we got to see a proper Marvel movie. Movie had all the elements which a great movie should have.It had a good story, good performances by cast, stunning visuals, great action and a properShang-Chi is best entry in MCU. After long time, we got to see a proper Marvel movie. Movie had all the elements which a great movie should have.It had a good story, good performances by cast, stunning visuals, great action and a proper blend of humour and drama. The last 30 minutes were stunning to watch, I loved the climax. It was beautiful and full of action.Overall, this movie is a total cinematic experience which you should not miss. It is one of the best origin based movie of Marvel Studios. "
24,oliver49,"Nov  7, 2021",5,9,It was good ! and that's about all I can say about this...you should watch it! 
25,Voodoo123,"Nov 11, 2021",4,7,"Decent marvel production, great fight choreography. Story seems filled to the brim with every possible asian trope which is equal parts awkward and funny at times. The visual effects were ok and the pacing was good. While it never quite wowedDecent marvel production, great fight choreography. Story seems filled to the brim with every possible asian trope which is equal parts awkward and funny at times. The visual effects were ok and the pacing was good. While it never quite wowed me it was a decent movie and a must watch for any marvel / action fantasy fan. "
26,Vadertime,"Nov  8, 2021",4,9,"We saw it this past weekend. Rainy day with not much else to do. We were pleasantly surprised. Good story. Lot's of humor and great action and special effects. An enjoyable movie, which was surprisingly good."
27,giancarlo30san,"Nov  5, 2021",4,10,Shang Chi is the proof that Marvel Studios still has the touch and that it can deliver quality movies.
28,kpaul,"Nov 11, 2021",4,7,"Solid popcorn movie that didn't give me any of the feels.Pros- Solid fights and stunts. Solid performance including ALL Chinese talent acting in their non-mother language. Even Awkwafina had a good performance. She was out of her leagueSolid popcorn movie that didn't give me any of the feels.Pros- Solid fights and stunts. Solid performance including ALL Chinese talent acting in their non-mother language. Even Awkwafina had a good performance. She was out of her league compared to the other actors but kept up.Cons- The lead actors put a sour taste in my mouth before seeing the movie. Simu Liu with his talk about Hollywood hating Asians and Awkwafina vowing never to do an Asian accent in her performances but okay doing ""ghetto"" accents. Fortunately, I quickly forgot about that thanks to their performances.For most of this movie, our leads were passively reactionary. No clear, strong goals. Also, they never had to overcome character flaws. Boring characters with very charming performances. The climax was spoiled by our lead discovering his ""power"" by defining his self-worth in a vague way that I still can't explain. "
29,khanakbar99,"Nov 12, 2021",4,10,Masterpiece best movies of the year ♥️❤️ marvel is the Best 10 star movie legend movies 
30,TudorPopescu,"Nov 10, 2021",4,10,"Holy **** this is one of the best Marvel movies so far. A lot of well-done action scenes, an interesting premise, a villain who isn't just a boring guy who is just evil for the sake of being evil, and this movie has mysticism and magic, whichHoly **** this is one of the best Marvel movies so far. A lot of well-done action scenes, an interesting premise, a villain who isn't just a boring guy who is just evil for the sake of being evil, and this movie has mysticism and magic, which is an element that isn't very common in the MCU. The Marvel Universe needs more magic and mysticism. I was afraid Infinity War and Endgame was peak MCU, and that there is nothing they can to to top it. But this movie actually made me excited about the next phase. Really looking forward to future movies. You can tell this movie is building towards something BIG. "
31,TimMarvel,"Oct 29, 2021",4,10,Shang-Chi and the Legend of the Ten Rings is definitely one of the best Marvel movies of all time.
32,Mushtahsin,"Nov 12, 2021",4,10,"This movie is an absolute masterpiece! I would obviously reccommend this to everyone. I still couldn't work out what was the legend of the ten rings (spoiler alert) because i didnt understand what the first part said as i am not a nativeThis movie is an absolute masterpiece! I would obviously reccommend this to everyone. I still couldn't work out what was the legend of the ten rings (spoiler alert) because i didnt understand what the first part said as i am not a native chinese speaker, but i liked it VERY much (i don't have words to describe it). It was a clean, powering movie, and perfect for families and friends watching overnight. "
33,Ripfree,"Nov 17, 2021",1,0,"Awful and boring 6+ disney fairytale. Weak storytelling, awful characters, boring action scenes, annoying BMW product placement. why is it Marvel at all ?"
34,Lighthouse-red,"Nov 15, 2021",1,1,"Worst MCU film to date. Another attempt by Disney to cash in on the Asian market. Stupid story, worthless characters,but, There are funky China men from funky Chinatown.They were chopping them up and they were chopping them down.It's anWorst MCU film to date. Another attempt by Disney to cash in on the Asian market. Stupid story, worthless characters,but, There are funky China men from funky Chinatown.They were chopping them up and they were chopping them down.It's an ancient Chinese art and everybody knew their part.Except for Ben Kingsley Academy Award Best Actor(Gandhi)(1982).  Everybody was kung-fu fighting Those cats were fast as lightning In fact it was a little bit frightning!What a piece of CRAP! It wasn't IronMan that killed the Avengers, it was the Russo brothers! "
35,DedCermaloLlibe,"Oct  3, 2021",11,10,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
36,imthenoob,"Nov 17, 2021",1,0,"It's a movie that is as equally unoriginal as Captain Marvel. It has a predictable story, Weak looking fight scenes with awful CG, and it does absolutely nothing to set up a sequel. I fell asleep multiple times watching this."
37,bertobellamy,"Sep  3, 2021",7,6,"Best Marvel villain in a long time. The development of Wenwu is one of the highlights of this film, and the father/son relationship is the heart of it. Unfortunately, 'Shang Chi' feels very generic; the last act is just bonkers, and theBest Marvel villain in a long time. The development of Wenwu is one of the highlights of this film, and the father/son relationship is the heart of it. Unfortunately, 'Shang Chi' feels very generic; the last act is just bonkers, and the second one is kind of boring. The best: the first fight sequences — in the forest and on the bus —. I really appreciate representation, but I wished Marvel could've come up with a more attractive story. "
38,Sad_Truth,"Sep  5, 2021",5,5,"It was going good until they introduced the ""magical world""...it went from MCU to Godzilla / Never Ending Story....riding a dragon???....really??The Godzilla inspired monster fights with a dragon was way too much. The MCU worked in the pastIt was going good until they introduced the ""magical world""...it went from MCU to Godzilla / Never Ending Story....riding a dragon???....really??The Godzilla inspired monster fights with a dragon was way too much. The MCU worked in the past because although it's based on comic book characters, they tried to keep it grounded as much as possible, but now it's just feel very....Disney....all it needs is a Disney princess to be introduced.Unless the kiddish magic gets toned down in the other movies the new phase of the MCU is going to be a disappointment. "
39,LatinCritic13,"Sep  3, 2021",6,6,"Like Black Panther, Shang-Chi is fun, exhilarating, and wise, but the formula gets tiring with no originality put into it whatsoever like every MCU film that came out in recent memory."
40,Mjmcalister22,"Sep 12, 2021",4,3,Half of my theater walked out in the first hour. I hope they don't kill Marvel studios.The reviews I read puffing it make me think they were paid for. No one in my or my daughters circles enjoyed it one bit.
41,solomediag,"Sep  6, 2021",4,6,"It has some decent action scenes, but nearly all of them are ruined by out of place gags like the IG Live guy on the bus or Awkwafina for the rest of the movie. This makes it hard to stay invested. It gets serious for a stretch during theIt has some decent action scenes, but nearly all of them are ruined by out of place gags like the IG Live guy on the bus or Awkwafina for the rest of the movie. This makes it hard to stay invested. It gets serious for a stretch during the third act (where it crams all the character development), but then the goofiness of the multiple buttons rob what could have been a decent ending of all impact. The characters are left totally unaffected by the events that transpire making you question whether they are sociopaths. "
42,rmwkenpo,"Sep  3, 2021",5,4,Good MA.  Strong pick for the lead.  Too much bs comic relief and unnecessary sidekicks and a bizarre resurrection of a mistake the MCU made in a previous poorly done movie.  It’s like they tried to justify that mistake and it weighted downGood MA.  Strong pick for the lead.  Too much bs comic relief and unnecessary sidekicks and a bizarre resurrection of a mistake the MCU made in a previous poorly done movie.  It’s like they tried to justify that mistake and it weighted down this story with a stupid add that just didn’t need to be there.Also some of the “animals” they used for a fantasy environment smacked of Pokémon.  Just a shame.  Has the elements to be great but missed the mark. 
43,BulgarianCritic,"Sep  3, 2021",5,4,"This was unfortunately a pretty uninspired, boring and a needlessly long movie that is abusing the flasback system and is almost entirely made of exposition.Once someone interesting shows up the focus is changed back to the main charactersThis was unfortunately a pretty uninspired, boring and a needlessly long movie that is abusing the flasback system and is almost entirely made of exposition.Once someone interesting shows up the focus is changed back to the main characters making you wonder why they would tease us with a interesting persona and then never show them again , the comedy was pretty bad to be honest and it should have focused more on the comic relief than at the characters trying to make jokes. The only positive thing that I can tell about this movie that the small amount of fights were pretty great and badass , especially the bus scene.Music is forgetful and the acting was awkward and not that fine. "
44,CoreGamer1408,"Sep  6, 2021",4,4,"Seriously the Shang Chi creators have access to many decades of martial art fantasy to mine for ideas. Plus the comic book source material and this is best the MCU can do?LMFAROTFL!? Am I somehow supposed to be impressed with this johnny comeSeriously the Shang Chi creators have access to many decades of martial art fantasy to mine for ideas. Plus the comic book source material and this is best the MCU can do?LMFAROTFL!? Am I somehow supposed to be impressed with this johnny come later effort from the MCU? To little and to late. Oh and being limited to the current boxed in fourth wave MCU writing tropes does not help Shang-Chi one bit. Shame Shang Chi wasn't a first, second or even third wave MCU movie script. My advice look at world cinema and if you are willing to put up with subtitles or some admittedly ropey dubbed voice overs? Then look forward to many decades of good martial arts fantasy media to catch up with and have loads of fun with. "
45,raporgi,"Sep  4, 2021",6,0,Boring and painfully generic. Main character is everyman jackiechan type with zero personality. Its almost a copy paste black panther for chinese. The bus sequence is kinda fine and then it goes down hill into a hackneyed you can see it a mile a way family drama and turns into cgi wuxia crap by the end. Also disney inserted a plushie type character. Ugh. ben kingsley was by far the most interesting character in the movie everybody else is pretty stock. Abomination shows up but they dont do anything in with him.Made me rewatch og movies like the original Mortal Kombat and Big trouble in little china. 
46,Sorena1,"Nov 13, 2021",1,0,Marvel movies have had a lot of setbacks recently. Shang Chi has a confusing and meaningless story.
47,Phteve89,"Sep  4, 2021",3,4,Ok so the movie isn't great and it isn't terrible. If you wanna shut off your brain then go to this movie. Action is good enough and the CGI is pretty cool. But idk man just an popcorn movie
48,marco34la,"Sep  4, 2021",4,2,"Another Marvel lackluster film. Other than having an all Asian cast, which is mostly put to waste on over-americanized script, there is nothing inspiring about this film. It's as if Marvel uses a cookie cutter for its scripts with theAnother Marvel lackluster film. Other than having an all Asian cast, which is mostly put to waste on over-americanized script, there is nothing inspiring about this film. It's as if Marvel uses a cookie cutter for its scripts with the obligatory goofy comic moments and earnest back-stories to try to please everyone. The only thing it does is make for incoherent film making. The movie had moments and perhaps if were edited down it would have made one mediocre episode in a TV series, but instead, it goes on and on for over 2hrs 15mins where it devolves as the minutes go by, ending with a silly over-the-top ending with dragons that look more like rainbow unicorn toys than anything mythical. This is NO Crouching Tiger, Hidden Dragon -- nor does it compare to 2017's Wonder Woman.  With not much else being release - if you have nothing better to do, then sure go see it. Someone needs to talk to Marvel's VFX Supervisor. Good grief - the character animations were dreadful. "
49,mickrussom,"Sep  7, 2021",3,0,"the fandom menace mostly picked apart this movie. i agree with them especially the critical drinker. disney should just hire the leaders of the fandom menace to edit and guide writing and disney needs to cut the woke crap out entirely, nobodythe fandom menace mostly picked apart this movie. i agree with them especially the critical drinker. disney should just hire the leaders of the fandom menace to edit and guide writing and disney needs to cut the woke crap out entirely, nobody who consumes this media wants that stuff and disney needs to forbid their stupid adult pretenders (aka ""actors"") cosplay hollyweird idiots from speaking on the socials or press.anyways, the movie was best reviewed by critical drinker - it could have been good but at every possible turn where they could have made it better or worse they chose worse. writing is terrible. its being review pumped right now as well - its so overrated everywhere they must have the scripts running overtime and paid a band of sycophants to show up in force. "
50,Game_Critical,"Sep  3, 2021",5,0,A missmatch of ideas that make zero sense sprinkled with a large amount of woke and pandering to the chinese market that will never see this movie.Combine that all together and you get this movie. Avoid like the plague.
51,KobeInTheCut,"Sep  4, 2021",3,4,Surprised this one is getting such a positive response. Poor by MCU standards. Story sucked. Didn’t care about the family. Acting performances were bad to mediocre with the sister being the worst in any MCU film. Took a ton of swings onSurprised this one is getting such a positive response. Poor by MCU standards. Story sucked. Didn’t care about the family. Acting performances were bad to mediocre with the sister being the worst in any MCU film. Took a ton of swings on laughs and came out average there. Completely forgettable bother than the bus scene. 
52,DavidGMT,"Sep  4, 2021",3,3,"Let's say it. Great fight sequences won't make this movie less boring. It really has it's moments but it also sunks into the WTF territory and slow pace of scenes bridging movie acts, makes it hard to watch. Trevor from Iron Man 3 returns asLet's say it. Great fight sequences won't make this movie less boring. It really has it's moments but it also sunks into the WTF territory and slow pace of scenes bridging movie acts, makes it hard to watch. Trevor from Iron Man 3 returns as an unfanny companion to the main characters. Marvel took some lessons from Monsterverse movies and this time as a subplot we have two mystical mythological creatures representing chaos and order (or good and evil) entagled in fight against each other. No Shou-Lao or Fing Fang Foom references anywhere. Also... Mandarin is a chicken stew. The most developed character is Shang Chi's father. The worst and out of everything is the Razor Fist, turned into some bulky mindless drone. The story is more straight than Zuckerberg's confused reptilian face, reassembling the plot of LOTR movies... go from point A to B. Overall... not a good flick FOR ME. Also Kevin Feige started damage control weeks ago before the movie premiered, now I know why. "
53,HeroicAge616,"Oct 25, 2021",1,4,"Shang-Chi promises a modern martial arts epic and family drama but quickly devolves into a tired repeat of MCU tropes, down to an anti-climactic finale with terrible CGI."
54,MathiasBS,"Sep  5, 2021",2,6,"It was okay, but definitely not the best Marvel movie.Just like in the comics, Shang Chi is not explored very much as a person, but only as a non-stop action machine; and while the fights are impressive, it felt like a very by-the-booksIt was okay, but definitely not the best Marvel movie.Just like in the comics, Shang Chi is not explored very much as a person, but only as a non-stop action machine; and while the fights are impressive, it felt like a very by-the-books Hollywood flick. You got the sappy backstory, the comic relief, the merchandiseable creatures, the fight scenes with no consequences, the double final battle - everything you’ve seen before, it’s there, but at least it’s done well. That can be said about most of the Marvel movies in my opinion, but with recent shows like Loki and WandaVision, I was really hoping the movie would have had more creativity and personality. It was okay while it lasted, but the next time I see Shang Chi on screen, I’m probably not gonna remember much of what happened during this movie. "
55,egoBorder,"Oct 25, 2021",1,3,"I don't mean to come down on this movie so hard but damn I did not like Simu Liu at all, and he's the protagonist.  I'm not even sure he's a bad actor, but he doesn't have the charisma to carry this kind of featherweight material.I don't mean to come down on this movie so hard but damn I did not like Simu Liu at all, and he's the protagonist.  I'm not even sure he's a bad actor, but he doesn't have the charisma to carry this kind of featherweight material.  Admittedly, he's great in the fight scenes but you can watch those as clips be cause the context is pointless.That's the biggest problem with this movie, it just feels pointless from the start.  The story isn't gonna wow anybody above the age of 12 and the protagonists isn't gonna be relatable except to small boys as ""cool looking fighting guy"".Probably an okay rental for a wicked hangover. "
56,EdwardEziekiel,"Oct 26, 2021",1,0,"This movie was absolutely horrible I honestly have no clue what the hype is. Almost every scene is predictable and the main characters are super annoying. Seriously, marvels future is bleak if this is what’s to come."
57,kamgeforce,"Sep  4, 2021",2,5,"Mediocre in every way apart from some of the fighting choreography. Main guy has no charisma, I understand you needed someone who knows martial arts, but it aint to tony stark, thats for sure. Final fight is cool, villain is cool, everythingMediocre in every way apart from some of the fighting choreography. Main guy has no charisma, I understand you needed someone who knows martial arts, but it aint to tony stark, thats for sure. Final fight is cool, villain is cool, everything else was boring at best, annoying at worst, like some of the mandatory woke **** Wasnt a waste of time, but its a one time watch for sure. "
58,Ascended333,"Oct 26, 2021",1,0,The film uses the superficial markers of Asian culture and filmmaking without
59,Fyend,"Sep  3, 2021",3,0,Boring character.  Awkwafina was as annoying as ever and ruined every scene she was in.
60,Chronmeister,"Sep 23, 2021",1,2,"Nothing memorable here at all. Boring as it gets. The first scene was the best part of the movie, after that, slow and monotonous with bland characters."
61,JoHamm,"Sep 20, 2021",1,0,"I was really excited to see this film based on the incredible movie trailer for it that I saw.  It looked visually stunning and action packed so much that I insisted to my wife that we see this in the theatre.  We have not been out to see a film in the theatre for over 2 years, and I was convinced this would be completely amazing, and had to be seen on the big screen so we went to see it on our wedding anniversary.  I have never been let down by a Marvel film before, so it seemed like the perfect choice to reboot our movie theatre experience.  It started out promising had some great landscape shots and early fight scenes that were awesome but then the next 30-45 minutes or so, all they did was talk and talk back story, more back story and then for absolutely no reason, Ben Kingsley showed up to strangely enough reprise his character from Iron Man 3 - well, I guess the reason is that there would have been no other way to link him to the Marvel universe so they had to throw someone in there and make it seem witty, but I was getting pretty irritated at that point from the lack of any action that was shown jam-packed in the trailer I understand the entire film can’t be wall-to-wall action, but please, don’t bore me to death with over a half hour of these people talking about stuff when they could be DOING stuff as well.  They were just standing around talking about the past and then talked about it some more and then a bunch of lackluster stupid jokes  and THEN I couldn’t take it any longer after the short fight scene with the father in the restaurant during the second half of the film, we got up and walked out after another 10 minutes of complete boredom - and in my entire life, I have only walked out on one other film in the theatre. The editor must have been really attached to some of this footage of everyone standing around talking, cause a good half hour could have been cut out of the film to help the pace move along quite a bit faster.  In all honesty, the film really should be at 2 or 2-1/2 stars, but for some strange reason people are over-glorifying this film like it’s some rare treasure.  Maybe because they blindly follow and put too much faith in Marvel or perhaps because it’s the first true martial arts film in the Marvel universe who truly knows it’s the same as when people tried to defend the horrible 7-8-9 episodes of Star Wars, which were all utter garbage, but people felt compelled to stick with questionable positivity so I in turn felt compelled to give this film a zero to help knock it down to where it should be so nobody else gets fooled walking into it.  If you have seen the trailer already, leave it at that - and just wait until Disney Plus, Netflix or Redbox offers it and have your remote ready with your finger close to the fast forward button, because you are definitely going to need it. "
62,A5TR0,"Sep 11, 2021",1,1,"This movie was an Absolute BORE. With a title like ""Shang-Chi and the Legend of the Ten Rings"" you would think you would have a pretty good grasp of who Shang-Chi is and what the Ten Rings are. By the time the superfluous post-credits  roll,This movie was an Absolute BORE. With a title like ""Shang-Chi and the Legend of the Ten Rings"" you would think you would have a pretty good grasp of who Shang-Chi is and what the Ten Rings are. By the time the superfluous post-credits  roll, you know virtually nothing about either of these things. Shang-chi is a bland, boring, cardboard cut-out of a character who knows a little bit of martial arts. The Ten Rings are ten rings that do power stuff and make you immortal. Where do they come from? What is their power? Why do they make you immortal? How did Shang-Chi's father acquire them? All these pivotal questions are unanswered and honestly by the end of the movie, I don't really care anyway. The best action that you would expect from an advertised as ""martial arts movie"" is in the first 30 mins. The bus scene was well done, despite at times coming off as clunky. It just made me want to see more and more impressive fight sequences. With the exception of 2-3 moments not long after, you won't see any more martial arts again. The movie proceeds to drag at a snail's paces for another 1.5 hours. Halfway through the film, for the first time ever, I checked the time to see how much more I had to endure. Shang-Chi's father and sister are confusing. Flip-flopping from wanting family togetherness to loathing everyone in the room with virtually no reason as to why. Best part of this movie was Awkwafina's Katy who was the ONLY character to have some semblance of a ""Hero's Journey"". Shang-Chi was not just a passenger in his own vehicle, he was virtually left behind to blend into the background. With the consistency of Disney/Marvel's subpar offerings beginning with WandaVision onward, I would either wait for this movie to be available for free (if you MUST watch it) or go back and watch the Infinity Saga over again for a much more enjoyable experience. The MCU died with Tony and Steve, it seems at this point like Disney is far too desperate to say goodbye when they had the chance. "
63,Liammather,"Sep 17, 2021",1,2,"This review contains spoilers, click expand to view."
64,redmendez,"Sep 13, 2021",1,0,"La pelicula es un desproposito es mala, mal guion, efectos chimbos, malas actuaciones, el personaje masculino principal lo opacan las personajes secundarias, un villano con un final mas ridiculo que su version anterior, escenas despues deLa pelicula es un desproposito es mala, mal guion, efectos chimbos, malas actuaciones, el personaje masculino principal lo opacan las personajes secundarias, un villano con un final mas ridiculo que su version anterior, escenas despues de creditos y personajes de cameos mal usados e irreconocibles, peleas cortas y flashback sin sentido que no aportan a la historia y si es aburrida "
65,glupiakaczka1,"Sep 17, 2021",1,3,"Bad film. To much comic relife, to many fights in epic locations, witch to epic choreography."
66,AlbertoHerbb,"Sep  6, 2021",1,6,"Solid Origin movie, had great characters and a good plot. Not one of my favorite marvel films, but it's still a good watch."
67,Cutloso,"Sep  3, 2021",2,0,Another generic marvel film. You would think after so many movies made they would know how to do good cgi? It felt like an indie movie with the terrible cgi.
68,raviOn,"Sep  6, 2021",1,2,The usual boring cliched story with no depth. It's all exponentially downhill after the bus fight which was one of the two good things in the movie along with the mandarin character. Visual effects were good and unnecessarily exaggerated at times.
69,Jp2017,"Sep  6, 2021",1,0,To much women in power sister was better than main character mom was better fighter than the dadwhat?!? His friend/love interest was dull and boring also not funny and at the end it became and Godzilla movie. End credits were boring and aTo much women in power sister was better than main character mom was better fighter than the dadwhat?!? His friend/love interest was dull and boring also not funny and at the end it became and Godzilla movie. End credits were boring and a waste of time too. 
70,dharma,"Nov 13, 2021",0,7,"As an Asian descent, I grew up watching Wu Xia films of all kinds. Tsui Hark, John Woo, and eventually, Zhang Yimou were great influences for me as well as their respective stars, be it Jackie Chan, Jet Li and Donnie Yen.  As such, I approachAs an Asian descent, I grew up watching Wu Xia films of all kinds. Tsui Hark, John Woo, and eventually, Zhang Yimou were great influences for me as well as their respective stars, be it Jackie Chan, Jet Li and Donnie Yen.  As such, I approach Shang-Chi with great expectations, especially in lieu of some really glowing reviews. However, what I saw was simply a 'great facsimile' of these great film makers. On one hand, it is so obvious that Disney is really, really pining for the Asian market, especially for the Middle Kingdom.  Mulan, Raya..and now Shang Chi were aggressive plays to get into this market.  However, I can firmly conclude that such efforts backfired. For one, Asian film makers have grown sophisticated and utilized techniques that Hollywood has employed for ages.  And of course, there is a policy by the Middle Kingdom itself: you can display Western movies, but if you make Chinese films made by Westerners and with so called 'Western values', we would look at them with great scrutiny.  Shang-Chi obviously plays more to an Asian American sensibility, of going back to your roots after emigrating to a different country and become a 'foreigner' yourself.  However, it rings hollow to people who have remained in these countries.  And for crying out loud, I have no offense against Simu Liu who seems to be a great guy, but if you are casting Tony Leung as his father, one of the greats of Asian cinema, he is simply outclassed immensely. Kudos for giving what is essentially a comedic relief role to Awkafina, who is a great comedian by the way but in no way a good 'leading lady' for this kind of flick. These factors alone and that sense of being derivative of the so called 'greats' diminished my enjoyment of this film immensely.  Since it is not available 'free' with your Disney plus, it is a pretty good watch.  But in comparison to the great 'Phase 4 shows' available now on the service, Shang Chi is inferior to those efforts. "
71,mrmonster,"Nov 14, 2021",0,6,"Overall, a pretty average superhero movie, even by Marvel standards. Good fights do not make up for a lackluster story."
72,HTGamer,"Oct 25, 2021",0,5,"""Shang-Chi And The Legend Of The Ten Rings"" is an average MCU movie.The screenplay makes a ton of effort to right Marvel's past wrongs with how poorly they handled the Mandarin character in Iron Man 3, and it's great to see Ben Kingsley""Shang-Chi And The Legend Of The Ten Rings"" is an average MCU movie.The screenplay makes a ton of effort to right Marvel's past wrongs with how poorly they handled the Mandarin character in Iron Man 3, and it's great to see Ben Kingsley return as Trevor Slattery. This time around the Wenwu villain is much closer to the Mandarin character, but is not the same as in the comics. There is an interesting sub-plot about Wenwu's family, explaining what drives Wenwu to do what he does. Shang-Chi turns out to be a likeable character but Wenwu ultimately disappoints with his stupidity despite his considerable experience. Awkwafina's Katy character alternates between acting as comedy relief and annoying viewers, more often than not doing the latter.The chinese imagery sets this movie apart from any other MCU film, it's like watching films such as ""Crouching Tiger, Hidden Dragon"" reimagined as a superhero movie. The Shang-Chi character is a martial arts fighter with no superpowers of his own, and the fights are much better than most martial arts movies.But the overall plot is mediocre, uninteresting and unimpactful. There is a second supervillain that acts like a devil, he ought to be scary as 5h!t, but is just another forgettable MCU baddie to be bashed by the heroes like 5 minutes after appearing on-screen for the first time, speaking no words and doing nothing other than stand in the way of the heroes.This film just serves as an introduction of another character to the crowded MCU roster. If you thought Black Panther was a milestone of artistic representation for african culture, Shang-Chi does nothing for asian culture. This film is not memorable, neither trash, just average. "
73,JLuis_001,"Sep 16, 2021",0,6,"When I found out that Shang-Chi would be making his MCU debut, I really thought that film could be the first failure of this huge franchise.This simply due to the fact that the character is not a really famous one.
But the machinery of theWhen I found out that Shang-Chi would be making his MCU debut, I really thought that film could be the first failure of this huge franchise.This simply due to the fact that the character is not a really famous one.But the machinery of the MCU still seems unstoppable, and the results seen at the box office at the moment show that even in the midst of this pandemic, people are still truly interested in this project.Is it still the same formula? Yes, very true.I want to think they will make a change with Eternals, because that's another completely different monster, but Shang-Chi gets perfectly adapted to what they've been doing so far, and without complicating itself, that's precisely what it delivers.True, there's more color and folklore than what's usually seen, but that doesn't really represent any substantial advance for the MCU style.Although I admit the fight sequences were pretty good.Simu Liu does the right thing with the role, and the post-credits scene shows that he's already part of what's coming, which seems to be apart from what Marvel is doing right with the multiverse.We will have to wait and see what happens.In the meantime, if you don't mind sticking with this franchise and the quality entertainment that's still delivers, then Shang-Chi and the Legend of the Ten Rings is everything you can expect from it. "
74,theredsky,"Sep 28, 2021",0,6,"This is yet another film that I appreciate more than I actually like it. I’m really glad this movie exists and we have more diverse characters in the MCU. The Film nails Shang-Chi. Simu Liu gives a great performance and while his motivationThis is yet another film that I appreciate more than I actually like it. I’m really glad this movie exists and we have more diverse characters in the MCU. The Film nails Shang-Chi. Simu Liu gives a great performance and while his motivation isn’t exactly clear, his character is and I like that. It’s good to see that the origin movie does a great job at giving us a somewhat compelling character that I am looking forward to seeing more of. However, all of the other characters aren’t anywhere close to being as good. The performances from most everyone is good with Tony Leung giving a great performance. His villain isn’t great character wise but what I really adored was his villain’s motivation. We finally get a true villain who is motivated by grief and the inability to accept the loss of a loved one. I love that about him and it’s refreshing to see that. The story here is very weak. I didn’t engage with it that much and it was hard to understand the motivations of anyone except the villain. The plot progresses quickly but it’s hard to remember individual story beats because it kinda melds into some of the other MCU films. One thing that does stand out are the visuals and some of the action sequences. Some of the action sequences here were great like the final battle while others felt lackluster. It’s a mixed bag in regards to that. As always, the visuals for this film are great for the most part. There is the occasional weird visual effect but it doesn’t get absolutely horrible. The production design was surprisingly great here. All of the sets look really cool and it’s obvious they spent a lot of time on that. There really isn’t a lot more to say. On one hand, there are a lot if great things here but in the other, it feels like a standard Marvel movie. I would recommend checking it out if you are still into the MCU. "
